genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
AS25fmACSIPFO_94.fna,639_1,0.050000000000000044,average,ANImf,639
AS01afH2WH_56.fna,640_1,0.050000000000000044,average,ANImf,640
AS28xzH2AC_134.fna,640_1,0.050000000000000044,average,ANImf,640
AS28xzH2AC_74.fna,640_1,0.050000000000000044,average,ANImf,640
AS28xzH2AC_86.fna,640_1,0.050000000000000044,average,ANImf,640
AS01afH2WH_32.fna,641_1,0.050000000000000044,average,ANImf,641
AS28xzH2AC_144.fna,641_1,0.050000000000000044,average,ANImf,641
AS28xzH2AC_155.fna,641_1,0.050000000000000044,average,ANImf,641
AS28xzH2AC_76.fna,641_1,0.050000000000000044,average,ANImf,641
AS06rmzACSIP_218.fna,642_0,0.050000000000000044,average,ANImf,642
AS21ysBPME_182.fna,643_0,0.050000000000000044,average,ANImf,643
AS10tlH2TH_201.fna,644_0,0.050000000000000044,average,ANImf,644
AS06rmzACSIP_213.fna,645_1,0.050000000000000044,average,ANImf,645
AS21ysBPME_304.fna,645_1,0.050000000000000044,average,ANImf,645
AS23ysBPME_317.fna,646_0,0.050000000000000044,average,ANImf,646
AS08sgBPME_424.fna,647_1,0.050000000000000044,average,ANImf,647
AS10tlH2TH_179.fna,647_1,0.050000000000000044,average,ANImf,647
AS21ysBPME_166.fna,647_1,0.050000000000000044,average,ANImf,647
AS08sgBPME_128.fna,648_1,0.050000000000000044,average,ANImf,648
AS21ysBPME_271.fna,648_1,0.050000000000000044,average,ANImf,648
AS22ysBPME_247.fna,648_1,0.050000000000000044,average,ANImf,648
AS06rmzACSIP_250.fna,648_2,0.050000000000000044,average,ANImf,648
AS21ysBPME_188.fna,649_1,0.050000000000000044,average,ANImf,649
AS22ysBPME_37.fna,649_1,0.050000000000000044,average,ANImf,649
AS23ysBPME_223.fna,649_1,0.050000000000000044,average,ANImf,649
AS08sgBPME_264.fna,650_1,0.050000000000000044,average,ANImf,650
AS21ysBPME_113.fna,650_1,0.050000000000000044,average,ANImf,650
AS22ysBPME_160.fna,650_1,0.050000000000000044,average,ANImf,650
AS08sgBPME_166.fna,651_1,0.050000000000000044,average,ANImf,651
AS21ysBPME_225.fna,651_1,0.050000000000000044,average,ANImf,651
AS22ysBPME_77.fna,651_1,0.050000000000000044,average,ANImf,651
AS09scLD_341.fna,652_1,0.050000000000000044,average,ANImf,652
AS10tlH2TH_183.fna,652_1,0.050000000000000044,average,ANImf,652
AS05jafATM_39.fna,653_1,0.050000000000000044,average,ANImf,653
AS06rmzACSIP_636.fna,653_1,0.050000000000000044,average,ANImf,653
AS08sgBPME_446.fna,653_1,0.050000000000000044,average,ANImf,653
AS21ysBPME_220.fna,653_1,0.050000000000000044,average,ANImf,653
AS22ysBPME_54.fna,653_1,0.050000000000000044,average,ANImf,653
AS23ysBPME_11.fna,653_1,0.050000000000000044,average,ANImf,653
AS24abBPME_112.fna,653_1,0.050000000000000044,average,ANImf,653
AS06rmzACSIP_631.fna,654_1,0.050000000000000044,average,ANImf,654
AS08sgBPME_142.fna,654_1,0.050000000000000044,average,ANImf,654
AS21ysBPME_196.fna,654_1,0.050000000000000044,average,ANImf,654
AS22ysBPME_152.fna,654_1,0.050000000000000044,average,ANImf,654
AS24abBPME_16.fna,654_1,0.050000000000000044,average,ANImf,654
AS09scLD_71.fna,655_1,0.050000000000000044,average,ANImf,655
AS22ysBPME_119.fna,655_1,0.050000000000000044,average,ANImf,655
AS06rmzACSIP_199.fna,656_0,0.050000000000000044,average,ANImf,656
AS06rmzACSIP_543.fna,657_0,0.050000000000000044,average,ANImf,657
AS06rmzACSIP_529.fna,658_0,0.050000000000000044,average,ANImf,658
AS06rmzACSIP_65.fna,659_0,0.050000000000000044,average,ANImf,659
AS4GglBPBL_36.fna,660_0,0.050000000000000044,average,ANImf,660
AS06rmzACSIP_123.fna,661_0,0.050000000000000044,average,ANImf,661
AS06rmzACSIP_363.fna,662_0,0.050000000000000044,average,ANImf,662
AS27yjCOA_156.fna,663_0,0.050000000000000044,average,ANImf,663
AS06rmzACSIP_482.fna,664_0,0.050000000000000044,average,ANImf,664
AS06rmzACSIP_50.fna,665_0,0.050000000000000044,average,ANImf,665
AS10tlH2TH_230.fna,666_0,0.050000000000000044,average,ANImf,666
AS21ysBPME_284.fna,667_0,0.050000000000000044,average,ANImf,667
AS06rmzACSIP_128.fna,668_0,0.050000000000000044,average,ANImf,668
AS09scLD_256.fna,669_1,0.050000000000000044,average,ANImf,669
AS15tlH2ME_65.fna,669_1,0.050000000000000044,average,ANImf,669
AS09scLD_344.fna,670_1,0.050000000000000044,average,ANImf,670
AS15tlH2ME_20.fna,670_1,0.050000000000000044,average,ANImf,670
AS08sgBPME_259.fna,670_2,0.050000000000000044,average,ANImf,670
AS06rmzACSIP_335.fna,671_1,0.050000000000000044,average,ANImf,671
AS08sgBPME_170.fna,671_1,0.050000000000000044,average,ANImf,671
AS09scLD_152.fna,671_1,0.050000000000000044,average,ANImf,671
AS10tlH2TH_391.fna,671_1,0.050000000000000044,average,ANImf,671
AS15tlH2ME_11.fna,671_1,0.050000000000000044,average,ANImf,671
AS18jrsBPVS_8.fna,671_1,0.050000000000000044,average,ANImf,671
AS19jrsBPTG_24.fna,671_1,0.050000000000000044,average,ANImf,671
AS21ysBPME_96.fna,671_1,0.050000000000000044,average,ANImf,671
AS22ysBPME_108.fna,671_1,0.050000000000000044,average,ANImf,671
AS23ysBPME_210.fna,671_1,0.050000000000000044,average,ANImf,671
AS24abBPME_60.fna,671_1,0.050000000000000044,average,ANImf,671
AS26fmACSIPLY_56.fna,671_1,0.050000000000000044,average,ANImf,671
AS4LglBPNY_7.fna,671_1,0.050000000000000044,average,ANImf,671
AS23ysBPME_21.fna,672_1,0.050000000000000044,average,ANImf,672
AS31mySISU_57.fna,672_1,0.050000000000000044,average,ANImf,672
AS06rmzACSIP_57.fna,673_1,0.050000000000000044,average,ANImf,673
AS08sgBPME_348.fna,673_1,0.050000000000000044,average,ANImf,673
AS10tlH2TH_141.fna,673_1,0.050000000000000044,average,ANImf,673
AS21ysBPME_290.fna,673_1,0.050000000000000044,average,ANImf,673
AS22ysBPME_269.fna,673_1,0.050000000000000044,average,ANImf,673
AS24abBPME_30.fna,673_1,0.050000000000000044,average,ANImf,673
AS10tlH2TH_44.fna,674_0,0.050000000000000044,average,ANImf,674
AS29adLBPA_205.fna,675_0,0.050000000000000044,average,ANImf,675
AS09scLD_363.fna,676_1,0.050000000000000044,average,ANImf,676
AS4IglBPLE_54.fna,676_1,0.050000000000000044,average,ANImf,676
AS06rmzACSIP_527.fna,677_1,0.050000000000000044,average,ANImf,677
AS08sgBPME_50.fna,677_1,0.050000000000000044,average,ANImf,677
AS10tlH2TH_371.fna,677_1,0.050000000000000044,average,ANImf,677
AS07pgkLD_89.fna,678_1,0.050000000000000044,average,ANImf,678
AS09scLD_186.fna,678_1,0.050000000000000044,average,ANImf,678
AS15tlH2ME_66.fna,678_1,0.050000000000000044,average,ANImf,678
AS20ysBPTH_79.fna,678_1,0.050000000000000044,average,ANImf,678
AS23ysBPME_127.fna,678_1,0.050000000000000044,average,ANImf,678
AS25fmACSIPFO_63.fna,678_1,0.050000000000000044,average,ANImf,678
DTU-UNIPD946.fna,678_1,0.050000000000000044,average,ANImf,678
DTU-pt_054.fna,678_1,0.050000000000000044,average,ANImf,678
AS21ysBPME_122.fna,679_1,0.050000000000000044,average,ANImf,679
AS22ysBPME_170.fna,679_1,0.050000000000000044,average,ANImf,679
AS24abBPME_86.fna,679_1,0.050000000000000044,average,ANImf,679
AS06rmzACSIP_459.fna,680_0,0.050000000000000044,average,ANImf,680
AS21ysBPME_94.fna,681_0,0.050000000000000044,average,ANImf,681
AS29adLBPA_91.fna,682_0,0.050000000000000044,average,ANImf,682
AS29adLBPA_216.fna,683_0,0.050000000000000044,average,ANImf,683
AS27yjCOA_124.fna,684_1,0.050000000000000044,average,ANImf,684
AS29adLBPA_94.fna,684_1,0.050000000000000044,average,ANImf,684
AS27yjCOA_56.fna,685_0,0.050000000000000044,average,ANImf,685
AS27yjCOA_25.fna,686_0,0.050000000000000044,average,ANImf,686
AS29adLBPA_97.fna,687_0,0.050000000000000044,average,ANImf,687
AS29adLBPA_100.fna,688_0,0.050000000000000044,average,ANImf,688
DTU-pt_040.fna,689_0,0.050000000000000044,average,ANImf,689
AS16jrsBPLL_23.fna,690_1,0.050000000000000044,average,ANImf,690
AS4BglBPHE_2.fna,690_1,0.050000000000000044,average,ANImf,690
AS06rmzACSIP_111.fna,691_1,0.050000000000000044,average,ANImf,691
AS29adLBPA_232.fna,691_1,0.050000000000000044,average,ANImf,691
AS06rmzACSIP_554.fna,692_1,0.050000000000000044,average,ANImf,692
AS29adLBPA_199.fna,692_1,0.050000000000000044,average,ANImf,692
AS4AglBPMA_14.fna,692_1,0.050000000000000044,average,ANImf,692
AS4EglBPAV_33.fna,692_1,0.050000000000000044,average,ANImf,692
AS27yjCOA_85.fna,693_0,0.050000000000000044,average,ANImf,693
AS01afH2WH_35.fna,694_1,0.050000000000000044,average,ANImf,694
AS02xzSISU_33.fna,694_1,0.050000000000000044,average,ANImf,694
AS07pgkLD_65.fna,694_1,0.050000000000000044,average,ANImf,694
AS16jrsBPLL_16.fna,694_1,0.050000000000000044,average,ANImf,694
AS28xzH2AC_15.fna,694_1,0.050000000000000044,average,ANImf,694
AS28xzH2AC_19.fna,694_1,0.050000000000000044,average,ANImf,694
AS04akNAM_51.fna,695_0,0.050000000000000044,average,ANImf,695
AS16jrsBPLL_9.fna,696_0,0.050000000000000044,average,ANImf,696
AS27yjCOA_186.fna,697_0,0.050000000000000044,average,ANImf,697
AS27yjCOA_5.fna,698_0,0.050000000000000044,average,ANImf,698
AS06rmzACSIP_265.fna,699_1,0.050000000000000044,average,ANImf,699
AS09scLD_54.fna,699_1,0.050000000000000044,average,ANImf,699
AS15tlH2ME_156.fna,699_1,0.050000000000000044,average,ANImf,699
DTU-UNIPD952.fna,699_1,0.050000000000000044,average,ANImf,699
AS02xzSISU_29.fna,700_1,0.050000000000000044,average,ANImf,700
AS04akNAM_18.fna,700_1,0.050000000000000044,average,ANImf,700
AS28xzH2AC_158.fna,700_1,0.050000000000000044,average,ANImf,700
AS28xzH2AC_17.fna,700_1,0.050000000000000044,average,ANImf,700
AS28xzH2AC_82.fna,700_1,0.050000000000000044,average,ANImf,700
AS08sgBPME_369.fna,701_0,0.050000000000000044,average,ANImf,701
AS02xzSISU_5.fna,702_1,0.050000000000000044,average,ANImf,702
AS04akNAM_99.fna,702_1,0.050000000000000044,average,ANImf,702
AS09scLD_283.fna,702_1,0.050000000000000044,average,ANImf,702
AS15tlH2ME_113.fna,702_1,0.050000000000000044,average,ANImf,702
AS28xzH2AC_85.fna,702_1,0.050000000000000044,average,ANImf,702
AS28xzH2AC_87.fna,702_1,0.050000000000000044,average,ANImf,702
AS10tlH2TH_198.fna,703_0,0.050000000000000044,average,ANImf,703
AS09scLD_305.fna,704_1,0.050000000000000044,average,ANImf,704
AS15tlH2ME_125.fna,704_1,0.050000000000000044,average,ANImf,704
AS20ysBPTH_120.fna,704_1,0.050000000000000044,average,ANImf,704
DTU-UNIPD924.fna,704_1,0.050000000000000044,average,ANImf,704
AS05jafATM_47.fna,705_0,0.050000000000000044,average,ANImf,705
AS07pgkLD_227.fna,706_1,0.050000000000000044,average,ANImf,706
AS09scLD_243.fna,706_1,0.050000000000000044,average,ANImf,706
AS15tlH2ME_136.fna,706_1,0.050000000000000044,average,ANImf,706
AS06rmzACSIP_170.fna,707_1,0.050000000000000044,average,ANImf,707
AS08sgBPME_185.fna,707_1,0.050000000000000044,average,ANImf,707
AS21ysBPME_62.fna,707_1,0.050000000000000044,average,ANImf,707
AS22ysBPME_53.fna,707_1,0.050000000000000044,average,ANImf,707
DTU-pt_004.fna,707_1,0.050000000000000044,average,ANImf,707
AS29adLBPA_209.fna,708_0,0.050000000000000044,average,ANImf,708
AS07pgkLD_182.fna,709_1,0.050000000000000044,average,ANImf,709
AS09scLD_234.fna,709_1,0.050000000000000044,average,ANImf,709
AS07pgkLD_23.fna,710_1,0.050000000000000044,average,ANImf,710
AS09scLD_30.fna,710_1,0.050000000000000044,average,ANImf,710
AS10tlH2TH_189.fna,710_1,0.050000000000000044,average,ANImf,710
AS15tlH2ME_157.fna,710_1,0.050000000000000044,average,ANImf,710
AS23ysBPME_63.fna,710_1,0.050000000000000044,average,ANImf,710
DTU-UNIPD919.fna,710_1,0.050000000000000044,average,ANImf,710
AS29adLBPA_47.fna,710_2,0.050000000000000044,average,ANImf,710
AS06rmzACSIP_126.fna,711_1,0.050000000000000044,average,ANImf,711
AS10tlH2TH_103.fna,711_1,0.050000000000000044,average,ANImf,711
AS15tlH2ME_224.fna,711_1,0.050000000000000044,average,ANImf,711
DTU-pt_066.fna,711_1,0.050000000000000044,average,ANImf,711
AS08sgBPME_90.fna,712_1,0.050000000000000044,average,ANImf,712
AS21ysBPME_119.fna,712_1,0.050000000000000044,average,ANImf,712
AS22ysBPME_2.fna,712_1,0.050000000000000044,average,ANImf,712
AS23ysBPME_58.fna,712_1,0.050000000000000044,average,ANImf,712
AS24abBPME_101.fna,712_1,0.050000000000000044,average,ANImf,712
AS26fmACSIPLY_16.fna,712_1,0.050000000000000044,average,ANImf,712
AS2HglBPFA_23.fna,712_1,0.050000000000000044,average,ANImf,712
AS21ysBPME_7.fna,713_0,0.050000000000000044,average,ANImf,713
AS29adLBPA_141.fna,714_0,0.050000000000000044,average,ANImf,714
AS04akNAM_5.fna,715_0,0.050000000000000044,average,ANImf,715
AS28xzH2AC_139.fna,716_0,0.050000000000000044,average,ANImf,716
AS27yjCOA_141.fna,717_0,0.050000000000000044,average,ANImf,717
AS27yjCOA_143.fna,718_0,0.050000000000000044,average,ANImf,718
AS06rmzACSIP_234.fna,719_0,0.050000000000000044,average,ANImf,719
AS06rmzACSIP_6.fna,720_0,0.050000000000000044,average,ANImf,720
AS09scLD_169.fna,721_0,0.050000000000000044,average,ANImf,721
AS27yjCOA_134.fna,722_0,0.050000000000000044,average,ANImf,722
AS29adLBPA_172.fna,723_0,0.050000000000000044,average,ANImf,723
AS16jrsBPLL_22.fna,724_0,0.050000000000000044,average,ANImf,724
AS16jrsBPLL_24.fna,725_0,0.050000000000000044,average,ANImf,725
AS16jrsBPLL_6.fna,726_1,0.050000000000000044,average,ANImf,726
AS4AglBPMA_47.fna,726_1,0.050000000000000044,average,ANImf,726
AS4BglBPHE_36.fna,726_1,0.050000000000000044,average,ANImf,726
AS4DglBPLU_8.fna,727_0,0.050000000000000044,average,ANImf,727
AS05jafATM_99.fna,728_1,0.050000000000000044,average,ANImf,728
AS31mySISU_115.fna,728_1,0.050000000000000044,average,ANImf,728
AS10tlH2TH_162.fna,729_0,0.050000000000000044,average,ANImf,729
AS06rmzACSIP_299.fna,730_0,0.050000000000000044,average,ANImf,730
AS29adLBPA_154.fna,731_0,0.050000000000000044,average,ANImf,731
AS10tlH2TH_87.fna,732_1,0.050000000000000044,average,ANImf,732
AS29adLBPA_82.fna,732_1,0.050000000000000044,average,ANImf,732
AS29adLBPA_131.fna,733_0,0.050000000000000044,average,ANImf,733
AS29adLBPA_112.fna,734_0,0.050000000000000044,average,ANImf,734
AS10tlH2TH_319.fna,735_0,0.050000000000000044,average,ANImf,735
AS29adLBPA_4.fna,736_0,0.050000000000000044,average,ANImf,736
AS22ysBPME_99.fna,737_1,0.050000000000000044,average,ANImf,737
AS4BglBPHE_14.fna,737_1,0.050000000000000044,average,ANImf,737
AS22ysBPME_168.fna,738_1,0.050000000000000044,average,ANImf,738
AS4KglBPMA_23.fna,738_1,0.050000000000000044,average,ANImf,738
AS4LglBPNY_29.fna,738_1,0.050000000000000044,average,ANImf,738
AS21ysBPME_26.fna,738_2,0.050000000000000044,average,ANImf,738
AS3CglBPFA_16.fna,738_2,0.050000000000000044,average,ANImf,738
AS4BglBPHE_30.fna,738_2,0.050000000000000044,average,ANImf,738
AS10tlH2TH_289.fna,739_1,0.050000000000000044,average,ANImf,739
AS22ysBPME_313.fna,739_2,0.050000000000000044,average,ANImf,739
AS06rmzACSIP_72.fna,740_1,0.050000000000000044,average,ANImf,740
AS17jrsBPGN_15.fna,740_1,0.050000000000000044,average,ANImf,740
AS10tlH2TH_368.fna,741_0,0.050000000000000044,average,ANImf,741
AS09scLD_164.fna,742_1,0.050000000000000044,average,ANImf,742
AS10tlH2TH_154.fna,742_1,0.050000000000000044,average,ANImf,742
AS07pgkLD_85.fna,743_1,0.050000000000000044,average,ANImf,743
AS08sgBPME_87.fna,743_1,0.050000000000000044,average,ANImf,743
DTU-pt_062.fna,743_2,0.050000000000000044,average,ANImf,743
AS08sgBPME_123.fna,744_1,0.050000000000000044,average,ANImf,744
AS10tlH2TH_429.fna,744_1,0.050000000000000044,average,ANImf,744
AS10tlH2TH_414.fna,745_1,0.050000000000000044,average,ANImf,745
AS15tlH2ME_19.fna,745_1,0.050000000000000044,average,ANImf,745
AS09scLD_217.fna,745_2,0.050000000000000044,average,ANImf,745
AS21ysBPME_318.fna,746_0,0.050000000000000044,average,ANImf,746
DTU-pt_156.fna,747_0,0.050000000000000044,average,ANImf,747
AS06rmzACSIP_289.fna,748_1,0.050000000000000044,average,ANImf,748
AS08sgBPME_22.fna,748_1,0.050000000000000044,average,ANImf,748
AS10tlH2TH_405.fna,748_1,0.050000000000000044,average,ANImf,748
AS21ysBPME_301.fna,748_1,0.050000000000000044,average,ANImf,748
AS22ysBPME_222.fna,748_1,0.050000000000000044,average,ANImf,748
AS23ysBPME_191.fna,749_0,0.050000000000000044,average,ANImf,749
AS29adLBPA_34.fna,750_0,0.050000000000000044,average,ANImf,750
AS09scLD_223.fna,751_1,0.050000000000000044,average,ANImf,751
AS10tlH2TH_192.fna,751_1,0.050000000000000044,average,ANImf,751
AS09scLD_216.fna,752_0,0.050000000000000044,average,ANImf,752
AS06rmzACSIP_542.fna,753_1,0.050000000000000044,average,ANImf,753
AS08sgBPME_31.fna,753_1,0.050000000000000044,average,ANImf,753
AS23ysBPME_26.fna,753_1,0.050000000000000044,average,ANImf,753
AS06rmzACSIP_361.fna,754_1,0.050000000000000044,average,ANImf,754
AS08sgBPME_89.fna,754_1,0.050000000000000044,average,ANImf,754
AS10tlH2TH_286.fna,754_1,0.050000000000000044,average,ANImf,754
AS10tlH2TH_233.fna,755_0,0.050000000000000044,average,ANImf,755
AS29adLBPA_192.fna,756_0,0.050000000000000044,average,ANImf,756
AS07pgkLD_151.fna,757_1,0.050000000000000044,average,ANImf,757
AS09scLD_15.fna,757_1,0.050000000000000044,average,ANImf,757
AS05jafATM_82.fna,758_1,0.050000000000000044,average,ANImf,758
AS08sgBPME_182.fna,758_1,0.050000000000000044,average,ANImf,758
AS09scLD_232.fna,758_1,0.050000000000000044,average,ANImf,758
AS10tlH2TH_280.fna,758_1,0.050000000000000044,average,ANImf,758
AS15tlH2ME_3.fna,758_1,0.050000000000000044,average,ANImf,758
AS21ysBPME_205.fna,758_1,0.050000000000000044,average,ANImf,758
AS22ysBPME_132.fna,758_1,0.050000000000000044,average,ANImf,758
AS24abBPME_82.fna,758_1,0.050000000000000044,average,ANImf,758
AS25fmACSIPFO_53.fna,758_1,0.050000000000000044,average,ANImf,758
AS26fmACSIPLY_40.fna,758_1,0.050000000000000044,average,ANImf,758
AS28xzH2AC_120.fna,758_1,0.050000000000000044,average,ANImf,758
AS28xzH2AC_38.fna,758_1,0.050000000000000044,average,ANImf,758
AS2HglBPFA_9.fna,758_1,0.050000000000000044,average,ANImf,758
AS31mySISU_147.fna,758_1,0.050000000000000044,average,ANImf,758
AS4FglBPSI_5.fna,758_1,0.050000000000000044,average,ANImf,758
AS4GglBPBL_17.fna,758_1,0.050000000000000044,average,ANImf,758
AS4IglBPLE_42.fna,758_1,0.050000000000000044,average,ANImf,758
AS4JglBPFI_6.fna,758_1,0.050000000000000044,average,ANImf,758
DTU-pt_163.fna,758_1,0.050000000000000044,average,ANImf,758
AS08sgBPME_16.fna,759_1,0.050000000000000044,average,ANImf,759
AS23ysBPME_91.fna,759_1,0.050000000000000044,average,ANImf,759
DTU-pt_167.fna,759_1,0.050000000000000044,average,ANImf,759
AS29adLBPA_132.fna,760_0,0.050000000000000044,average,ANImf,760
AS10tlH2TH_56.fna,761_1,0.050000000000000044,average,ANImf,761
AS15tlH2ME_166.fna,761_1,0.050000000000000044,average,ANImf,761
AS08sgBPME_251.fna,762_1,0.050000000000000044,average,ANImf,762
AS23ysBPME_142.fna,762_1,0.050000000000000044,average,ANImf,762
AS07pgkLD_150.fna,762_2,0.050000000000000044,average,ANImf,762
AS07pgkLD_40.fna,763_1,0.050000000000000044,average,ANImf,763
DTU-pt_166.fna,763_1,0.050000000000000044,average,ANImf,763
AS07pgkLD_134.fna,764_1,0.050000000000000044,average,ANImf,764
AS08sgBPME_188.fna,764_1,0.050000000000000044,average,ANImf,764
AS10tlH2TH_12.fna,764_1,0.050000000000000044,average,ANImf,764
AS15tlH2ME_43.fna,764_1,0.050000000000000044,average,ANImf,764
AS20ysBPTH_148.fna,764_1,0.050000000000000044,average,ANImf,764
AS21ysBPME_44.fna,764_1,0.050000000000000044,average,ANImf,764
AS22ysBPME_284.fna,764_1,0.050000000000000044,average,ANImf,764
AS23ysBPME_135.fna,764_1,0.050000000000000044,average,ANImf,764
AS24abBPME_26.fna,764_1,0.050000000000000044,average,ANImf,764
DTU-UNIPD960.fna,764_1,0.050000000000000044,average,ANImf,764
DTU-pt_022.fna,764_1,0.050000000000000044,average,ANImf,764
AS29adLBPA_78.fna,765_0,0.050000000000000044,average,ANImf,765
AS08sgBPME_405.fna,766_1,0.050000000000000044,average,ANImf,766
AS21ysBPME_172.fna,766_1,0.050000000000000044,average,ANImf,766
AS22ysBPME_175.fna,766_1,0.050000000000000044,average,ANImf,766
DTU-pt_026.fna,766_1,0.050000000000000044,average,ANImf,766
AS02xzSISU_42.fna,767_1,0.050000000000000044,average,ANImf,767
AS07pgkLD_156.fna,767_1,0.050000000000000044,average,ANImf,767
AS09scLD_49.fna,767_1,0.050000000000000044,average,ANImf,767
AS10tlH2TH_416.fna,767_1,0.050000000000000044,average,ANImf,767
AS29adLBPA_70.fna,767_1,0.050000000000000044,average,ANImf,767
DTU-UNIPD925.fna,767_1,0.050000000000000044,average,ANImf,767
AS10tlH2TH_365.fna,768_0,0.050000000000000044,average,ANImf,768
AS04akNAM_45.fna,769_0,0.050000000000000044,average,ANImf,769
AS07pgkLD_98.fna,770_1,0.050000000000000044,average,ANImf,770
AS09scLD_140.fna,770_1,0.050000000000000044,average,ANImf,770
AS10tlH2TH_88.fna,770_1,0.050000000000000044,average,ANImf,770
AS29adLBPA_179.fna,771_0,0.050000000000000044,average,ANImf,771
AS29adLBPA_10.fna,772_0,0.050000000000000044,average,ANImf,772
AS21ysBPME_191.fna,773_1,0.050000000000000044,average,ANImf,773
AS22ysBPME_112.fna,773_1,0.050000000000000044,average,ANImf,773
AS05jafATM_30.fna,774_1,0.050000000000000044,average,ANImf,774
AS08sgBPME_96.fna,774_1,0.050000000000000044,average,ANImf,774
AS21ysBPME_13.fna,774_1,0.050000000000000044,average,ANImf,774
AS22ysBPME_281.fna,774_1,0.050000000000000044,average,ANImf,774
AS4KglBPMA_12.fna,774_1,0.050000000000000044,average,ANImf,774
AS4LglBPNY_21.fna,774_1,0.050000000000000044,average,ANImf,774
AS08sgBPME_260.fna,775_1,0.050000000000000044,average,ANImf,775
AS22ysBPME_106.fna,775_1,0.050000000000000044,average,ANImf,775
AS10tlH2TH_273.fna,776_1,0.050000000000000044,average,ANImf,776
AS23ysBPME_68.fna,776_1,0.050000000000000044,average,ANImf,776
AS31mySISU_119.fna,776_1,0.050000000000000044,average,ANImf,776
AS31mySISU_26.fna,777_1,0.050000000000000044,average,ANImf,777
DTU-pt_074.fna,777_1,0.050000000000000044,average,ANImf,777
AS31mySISU_34.fna,778_0,0.050000000000000044,average,ANImf,778
AS02xzSISU_6.fna,779_1,0.050000000000000044,average,ANImf,779
AS07pgkLD_66.fna,779_1,0.050000000000000044,average,ANImf,779
AS09scLD_322.fna,779_1,0.050000000000000044,average,ANImf,779
AS15tlH2ME_115.fna,779_1,0.050000000000000044,average,ANImf,779
AS20ysBPTH_84.fna,779_1,0.050000000000000044,average,ANImf,779
AS31mySISU_84.fna,779_1,0.050000000000000044,average,ANImf,779
DTU-UNIPD962.fna,779_1,0.050000000000000044,average,ANImf,779
DTU-pt_006.fna,779_1,0.050000000000000044,average,ANImf,779
AS06rmzACSIP_518.fna,780_1,0.050000000000000044,average,ANImf,780
AS10tlH2TH_120.fna,780_1,0.050000000000000044,average,ANImf,780
AS21ysBPME_214.fna,781_1,0.050000000000000044,average,ANImf,781
AS22ysBPME_148.fna,781_1,0.050000000000000044,average,ANImf,781
AS24abBPME_136.fna,781_1,0.050000000000000044,average,ANImf,781
AS27yjCOA_220.fna,782_0,0.050000000000000044,average,ANImf,782
AS06rmzACSIP_528.fna,783_1,0.050000000000000044,average,ANImf,783
AS10tlH2TH_160.fna,783_1,0.050000000000000044,average,ANImf,783
AS22ysBPME_306.fna,783_1,0.050000000000000044,average,ANImf,783
AS29adLBPA_15.fna,783_1,0.050000000000000044,average,ANImf,783
AS29adLBPA_26.fna,784_1,0.050000000000000044,average,ANImf,784
AS4AglBPMA_44.fna,784_1,0.050000000000000044,average,ANImf,784
AS06rmzACSIP_499.fna,785_0,0.050000000000000044,average,ANImf,785
AS10tlH2TH_9.fna,786_0,0.050000000000000044,average,ANImf,786
AS17jrsBPGN_19.fna,787_0,0.050000000000000044,average,ANImf,787
AS27yjCOA_213.fna,788_0,0.050000000000000044,average,ANImf,788
AS29adLBPA_211.fna,789_0,0.050000000000000044,average,ANImf,789
AS06rmzACSIP_237.fna,790_1,0.050000000000000044,average,ANImf,790
AS29adLBPA_63.fna,790_1,0.050000000000000044,average,ANImf,790
AS3CglBPFA_6.fna,790_1,0.050000000000000044,average,ANImf,790
AS4AglBPMA_30.fna,790_1,0.050000000000000044,average,ANImf,790
AS4BglBPHE_35.fna,790_1,0.050000000000000044,average,ANImf,790
AS4DglBPLU_6.fna,790_1,0.050000000000000044,average,ANImf,790
AS06rmzACSIP_547.fna,791_0,0.050000000000000044,average,ANImf,791
AS10tlH2TH_272.fna,792_0,0.050000000000000044,average,ANImf,792
AS10tlH2TH_310.fna,793_0,0.050000000000000044,average,ANImf,793
AS10tlH2TH_420.fna,794_0,0.050000000000000044,average,ANImf,794
AS28xzH2AC_20.fna,795_1,0.050000000000000044,average,ANImf,795
AS28xzH2AC_89.fna,795_1,0.050000000000000044,average,ANImf,795
AS05jafATM_93.fna,796_1,0.050000000000000044,average,ANImf,796
AS06rmzACSIP_441.fna,796_1,0.050000000000000044,average,ANImf,796
AS22ysBPME_207.fna,796_1,0.050000000000000044,average,ANImf,796
AS29adLBPA_105.fna,796_1,0.050000000000000044,average,ANImf,796
AS3CglBPFA_1.fna,796_1,0.050000000000000044,average,ANImf,796
AS4AglBPMA_2.fna,796_1,0.050000000000000044,average,ANImf,796
AS4BglBPHE_5.fna,796_1,0.050000000000000044,average,ANImf,796
AS4DglBPLU_9.fna,796_1,0.050000000000000044,average,ANImf,796
AS4EglBPAV_8.fna,796_1,0.050000000000000044,average,ANImf,796
AS29adLBPA_55.fna,797_0,0.050000000000000044,average,ANImf,797
AS06rmzACSIP_603.fna,798_1,0.050000000000000044,average,ANImf,798
AS27yjCOA_23.fna,798_1,0.050000000000000044,average,ANImf,798
AS06rmzACSIP_436.fna,799_0,0.050000000000000044,average,ANImf,799
AS27yjCOA_97.fna,800_0,0.050000000000000044,average,ANImf,800
